회사명 : (주)청명기연환경 / 2024/07/18  ~ 2025/08/25  / 장비투입현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
일자-No.	,출고창고명	,입고창고명	,품목명	,규격	,수량	,장비상태	,비고
2024/11/18 -10	,청명	,현장	,"(NOx, SOx) BMW-5000	",717	,1,정상	,A-4	
2024/11/18 -10	,청명	,현장	,(PM-10) KMS-4200	,19P426	,1,정상	,A-5	
2024/11/18 -10	,청명	,현장	,(PM-2.5) KMS-4200	,20P565	,1,정상	,A-5	
2024/11/18 -10	,청명	,현장	,"(NOx, SOx) BMW-5000	",1312	,1,정상	,A-5	
2024/11/18 -10	,청명	,현장	,(PM-10) KMS-4200	,19P428	,1,정상	,A-6	
2024/11/18 -10	,청명	,현장	,(PM-2.5) KMS-4200	,20P564	,1,정상	,A-6	
2024/11/18 -10	,청명	,현장	,"(NOx, SOx) BMW-5000	",1313	,1,정상	,A-6	
2024/11/18 -11	,청명	,현장	,DO/pH METER	,838142(804F0013)	,1,정상	,"춘천시 남산면, 춘천한화리조트, 달전천	"
2024/11/18 -11	,청명	,현장	,FP101 Flow Probe.	,1724002714	,1,정상	,	
2024/11/18 -12	,현장	,청명	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/11/18 -12	,현장	,청명	,FP101 Flow Probe.	,1724002714	,1,정상	,	
2024/11/18 -13	,현장	,청명	,"(NOx, SOx) BMW-5000	",1311	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(PM-10) KMS-4200	,18P372	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(PM-2.5) PMS-204	,1501512	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(O3) Serinus10i	,21-0524	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(CO) Serinus 30 i	,20-2171	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(VOCs) MP-Σ30KNⅡ	,770654	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(Pb) T8400ME	,TA3265	,1,정상	,	
2024/11/18 -13	,현장	,청명	,"(NOx, SOx) BMW-5000	",909	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(Pb) T8400ME	,4176/TA3688	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(PM-2.5) PMS-204	,1501519	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(PM-10) KMS-4200	,18P354	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(CO) Serinus30i	,20-2313	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(O3) Serinus10i	,21-1357	,1,정상	,	
2024/11/18 -13	,현장	,청명	,"(NOx, SOx) BMW-5000	",1789	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(PM-10) KMS-4200	,20P572	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(PM-2.5) PMS-204	,1501479	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(O3) Serinus10i	,20-1384	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(CO) Serinus 30 i	,21-2173	,1,정상	,	
2024/11/18 -13	,현장	,청명	,(Pb) T8400ME	,4211/TA3713	,1,정상	,	
2024/11/18 -14	,청명	,현장	,ProPlus	,19E102565	,1,정상	,"상주 수상태양광, 신흥~용동	"
2024/11/18 -14	,청명	,현장	,FP101 Flow Probe.	,1828001882	,1,정상	,"상주 수상태양광, 신흥~용동	"
2024/11/18 -15	,현장	,청명	,(소음) SC-260	,T242060	,1,정상	,	
2024/11/18 -15	,현장	,청명	,(진동) TYPE3233	,150076	,1,정상	,	
2024/11/18 -15	,현장	,청명	,(소음계교정) AC-300	,630	,1,정상	,	
2024/11/18 -16	,청명	,현장	,(소음) SC-260	,T242060	,1,정상	,	
2024/11/18 -16	,청명	,현장	,(진동) TYPE3233	,150076	,1,정상	,	
2024/11/18 -16	,청명	,현장	,(소음계교정) AC-300	,630	,1,정상	,	
2024/11/18 -17	,청명	,현장	,(PM-2.5) PMS-204	,1501520	,1,정상	,A-3	
2024/11/18 -17	,청명	,현장	,(PM-10) KMS-4200	,18P373	,1,정상	,A-3	
2024/11/18 -17	,청명	,현장	,"(NOx, SOx) BMW-5000	",850	,1,정상	,A-3	
2024/11/18 -17	,청명	,현장	,(PM-2.5) KMS-4200	,19P404	,1,정상	,A-1	
2024/11/18 -17	,청명	,현장	,(PM-10) KMS-4200	,18P356	,1,정상	,A-1	
2024/11/18 -17	,청명	,현장	,"(NOx, SOx) BMW-5000	",1848	,1,정상	,A-1	
2024/11/18 -17	,청명	,현장	,"(NOx, SOx) BMW-5000	",1744	,1,정상	,여분장비	
2024/11/18 -17	,청명	,현장	,이동차량(1023)	,	,1,정상	,A-2	
2024/11/18 -18	,현장	,청명	,(소음) SC-260	,T242086	,1,정상	,	
2024/11/18 -18	,현장	,청명	,(진동) TYPE3233	,150075	,1,정상	,	
2024/11/18 -18	,현장	,청명	,(소음계교정) AC-300	,633	,1,정상	,	
2024/11/18 -20	,청명	,현장	,ProPlus	,17K100085	,1,정상	,	
2024/11/18 -20	,청명	,현장	,FP101 Flow Probe.	,1712001679	,1,정상	,	
2024/11/18 -21	,현장	,청명	,ProPlus	,17K100085	,1,정상	,	
2024/11/18 -21	,현장	,청명	,FP101 Flow Probe.	,1712001679	,1,정상	,	
2024/11/18 -22	,청명	,현장	,(소음) SC-260	,T246356	,1,정상	,	
2024/11/18 -22	,청명	,현장	,(진동) VM-1220E	,20E333	,1,정상	,	
2024/11/18 -22	,청명	,현장	,(소음계교정) CB006	,901671	,1,정상	,	
2024/11/18 -23	,청명	,현장	,(소음) SC-260	,T242086	,1,정상	,	
2024/11/18 -23	,청명	,현장	,(진동) TYPE3233	,150075	,1,정상	,	
2024/11/18 -23	,청명	,현장	,(소음계교정) AC-300	,633	,1,정상	,	
2024/11/19 -1	,청명	,현장	,(PM-10) KMS-4200	,18P369	,1,정상	,A-1	
2024/11/19 -1	,청명	,현장	,(PM-2.5) PMS-204	,1501507	,1,정상	,A-1	
2024/11/19 -1	,청명	,현장	,"(NOx, SOx) BMW-5000	",1318	,1,정상	,A-1	
2024/11/19 -1	,청명	,현장	,(PM-10) KMS-4200	,20P572	,1,정상	,A-2	
2024/11/19 -1	,청명	,현장	,(PM-2.5) PMS-204	,1501508	,1,정상	,A-2	
2024/11/19 -1	,청명	,현장	,"(NOx, SOx) BMW-5000	",1795	,1,정상	,A-2	
2024/11/19 -1	,청명	,현장	,(PM-10) KMS-4200	,18P354	,1,정상	,A-3	
2024/11/19 -1	,청명	,현장	,(PM-2.5) PMS-204	,1708795	,1,정상	,A-3	
2024/11/19 -1	,청명	,현장	,"(NOx, SOx) BMW-5000	",851	,1,정상	,A-3	
2024/11/19 -1	,청명	,현장	,(PM-10) KMS-4200	,18P359	,1,정상	,A-4	
2024/11/19 -1	,청명	,현장	,(PM-2.5) PMS-204	,1501519	,1,정상	,A-4	
2024/11/19 -1	,청명	,현장	,"(NOx, SOx) BMW-5000	",726	,1,정상	,A-4	
2024/11/19 -1	,청명	,현장	,(PM-10) KMS-4200	,19P430	,1,정상	,A-5	
2024/11/19 -1	,청명	,현장	,(PM-2.5) PMS-204	,1501479	,1,정상	,A-5	
2024/11/19 -1	,청명	,현장	,"(NOx, SOx) BMW-5000	",909	,1,정상	,A-5	
2024/11/19 -2	,현장	,청명	,ProPlus	,19E102565	,1,	,	
2024/11/19 -2	,현장	,청명	,FP101 Flow Probe.	,1828001882	,1,	,	
2024/11/19 -3	,현장	,청명	,(PM-2.5) PMS-204	,1501511	,1,정상	,	
2024/11/19 -3	,현장	,청명	,(PM-10) KMS-4200	,22P616	,1,정상	,	
2024/11/19 -3	,현장	,청명	,"(NOx, SOx) BMW-5000	",720	,1,정상	,	
2024/11/19 -3	,현장	,청명	,"(NOx, SOx) BMW-5000	",856	,1,정상	,	
2024/11/19 -3	,현장	,청명	,(PM-2.5) PMS-204	,1501514	,1,정상	,	
2024/11/19 -3	,현장	,청명	,(PM-10) KMS-4200	,18P367	,1,정상	,	
2024/11/19 -3	,현장	,청명	,(PM-2.5) PMS-204	,1709797	,1,정상	,	
2024/11/19 -3	,현장	,청명	,(PM-10) KMS-4200	,18P360	,1,정상	,	
2024/11/19 -3	,현장	,청명	,"(NOx, SOx) BMW-5000	",848	,1,정상	,	
2024/11/19 -3	,현장	,청명	,(PM-2.5) PMS-204	,1501518	,1,정상	,	
2024/11/19 -3	,현장	,청명	,(PM-10) KMS-4200	,18P355	,1,정상	,	
2024/11/19 -3	,현장	,청명	,"(NOx, SOx) BMW-5000	",1746	,1,정상	,	
2024/11/19 -4	,현장	,청명	,(소음) SC-260	,T242060	,1,정상	,	
2024/11/19 -4	,현장	,청명	,(진동) TYPE3233	,150076	,1,정상	,	
2024/11/19 -4	,현장	,청명	,(소음계교정) AC-300	,630	,1,정상	,	
2024/11/19 -5	,청명	,현장	,DO/pH METER	,838142(804F0013)	,1,정상	,"서울과학기술대학교, 양정역세권	"
2024/11/19 -6	,현장	,청명	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/11/19 -7	,현장	,청명	,(소음) SC-260	,T242071	,1,정상	,	
2024/11/19 -7	,현장	,청명	,(진동) TYPE3233	,160096	,1,정상	,	
2024/11/19 -7	,현장	,청명	,(소음계교정) AC-300	,627	,1,정상	,	
2024/11/19 -8	,청명	,현장	,ProPlus	,19E102565	,1,정상	,	
2024/11/19 -9	,현장	,청명	,ProPlus	,19E102565	,1,정상	,	
2024/11/19 -10	,청명	,현장	,DO/pH METER	,838140(803F0016)	,1,정상	,"풍백풍력,의성황학산	"
2024/11/20 -2	,현장	,청명	,(소음계교정) AC-300	,627	,1,정상	,	
2024/11/20 -2	,현장	,청명	,(소음) SC-260	,T242056	,1,정상	,	
2024/11/20 -2	,현장	,청명	,(진동) TYPE3233	,140099	,1,정상	,	
2024/11/20 -3	,청명	,현장	,(소음계교정) AC-300	,627	,1,정상	,	
2024/11/20 -3	,청명	,현장	,(소음) SC-260	,T242056	,1,정상	,	
2024/11/20 -3	,청명	,현장	,(진동) TYPE3233	,140099	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-10) KMS-4200	,18P366	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-2.5) PMS-204	,1501481	,1,정상	,	
2024/11/20 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",852	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-10) KMS-4200	,18P361	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-2.5) PMS-204	,1708792	,1,정상	,	
2024/11/20 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",1628	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-10) KMS-4200	,18P353	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-2.5) KMS-4200	,20P558	,1,정상	,	
2024/11/20 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",1794	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-10) KMS-4200	,19P432	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-2.5) PMS-204	,1708786	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-10) KMS-4200	,18P375	,1,정상	,	
2024/11/20 -4	,현장	,청명	,(PM-2.5) PMS-204	,1708788	,1,정상	,	
2024/11/20 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",718	,1,정상	,	
2024/11/20 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",1319	,1,정상	,	
2024/11/20 -5	,청명	,현장	,(PM-10) KMS-4200	,18P360	,1,정상	,A-7	
2024/11/20 -5	,청명	,현장	,(PM-2.5) PMS-204	,1709797	,1,정상	,A-7	
2024/11/20 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",856	,1,정상	,A-7	
2024/11/20 -5	,청명	,현장	,(PM-10) KMS-4200	,18P355	,1,정상	,A-6	
2024/11/20 -5	,청명	,현장	,(PM-2.5) PMS-204	,1501518	,1,정상	,A-6	
2024/11/20 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",1746	,1,정상	,A-6	
2024/11/20 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",848	,1,정상	,A-2	
2024/11/20 -5	,청명	,현장	,(PM-2.5) PMS-204	,1501514	,1,정상	,A-2	
2024/11/20 -5	,청명	,현장	,(PM-10) KMS-4200	,22P616	,1,정상	,A-2	
2024/11/20 -5	,청명	,현장	,(PM-2.5) PMS-204	,1501511	,1,정상	,A-8	
2024/11/20 -5	,청명	,현장	,(PM-10) KMS-4200	,18P367	,1,정상	,A-8	
2024/11/20 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",720	,1,정상	,A-8	
2024/11/20 -6	,청명	,현장	,(PM-10) KMS-4200	,18P361	,1,정상	,A-4	
2024/11/20 -6	,청명	,현장	,(PM-2.5) PMS-204	,1708792	,1,정상	,A-4	
2024/11/20 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",1628	,1,정상	,A-4	
2024/11/20 -6	,청명	,현장	,(PM-10) KMS-4200	,18P353	,1,정상	,A-3	
2024/11/20 -6	,청명	,현장	,(PM-2.5) KMS-4200	,20P558	,1,정상	,A-3	
2024/11/20 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",1794	,1,정상	,A-3	
2024/11/20 -6	,청명	,현장	,(PM-10) KMS-4200	,18P366	,1,정상	,A-5	
2024/11/20 -6	,청명	,현장	,(PM-2.5) PMS-204	,1501481	,1,정상	,A-5	
2024/11/20 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",852	,1,정상	,A-5	
2024/11/20 -6	,청명	,현장	,(PM-10) KMS-4200	,19P432	,1,정상	,A-1	
2024/11/20 -6	,청명	,현장	,(PM-2.5) PMS-204	,1708788	,1,정상	,A-1	
2024/11/20 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",718	,1,정상	,A-1	
2024/11/20 -6	,청명	,현장	,(PM-10) KMS-4200	,18P375	,1,정상	,여분장비	
2024/11/20 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",1319	,1,정상	,여분장비	
2024/11/20 -8	,청명	,현장	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/11/20 -8	,청명	,현장	,FP101 Flow Probe.	,1724002714	,1,정상	,	
2024/11/20 -9	,현장	,청명	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/11/20 -9	,현장	,청명	,FP101 Flow Probe.	,1724002714	,1,정상	,	
2024/11/20 -10	,청명	,현장	,ProPlus	,19E102565	,1,정상	,"이원호, 태안안면클린에너지, 아산시	"
2024/11/20 -10	,청명	,현장	,FP101 Flow Probe.	,1828001882	,1,정상	,	
2024/11/20 -11	,청명	,현장	,(소음) SC-260	,T242071	,1,정상	,	
2024/11/20 -11	,청명	,현장	,(진동) TYPE3233	,160096	,1,정상	,	
2024/11/20 -11	,청명	,현장	,(소음계교정) AC-300	,627	,1,정상	,	
2024/11/20 -12	,현장	,청명	,(소음) SC-260	,T242071	,1,정상	,	
2024/11/20 -12	,현장	,청명	,(진동) TYPE3233	,160096	,1,정상	,	
2024/11/20 -12	,현장	,청명	,(소음계교정) AC-300	,627	,1,정상	,	
2024/11/20 -13	,현장	,청명	,DO/pH METER	,838140(803F0016)	,1,정상	,	
2024/11/20 -14	,현장	,청명	,(소음) SC-260	,T246356	,1,정상	,	
2024/11/20 -14	,현장	,청명	,(진동) VM-1220E	,20E333	,1,정상	,	
2024/11/20 -14	,현장	,청명	,(소음계교정) CB006	,901671	,1,정상	,	
2024/11/20 -15	,청명	,현장	,(소음) SC-260	,T242060	,1,정상	,	
2024/11/20 -15	,청명	,현장	,(진동) TYPE3233	,150076	,1,정상	,	
2024/11/20 -15	,청명	,현장	,(소음계교정) AC-300	,630	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-10) KMS-4200	,22P617	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-2.5) KMS-4200	,22P615	,1,정상	,	
2024/11/21 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",1626	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-10) KMS-4200	,18P357	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-2.5) KMS-4200	,20P556	,1,정상	,	
2024/11/21 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",1315	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-10) KMS-4200	,18P370	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-2.5) KMS-4200	,22P614	,1,정상	,	
2024/11/21 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",853	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-10) KMS-4200	,18P358	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-2.5) KMS-4200	,20P557	,1,정상	,	
2024/11/21 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",717	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-10) KMS-4200	,19P426	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-2.5) KMS-4200	,20P565	,1,정상	,	
2024/11/21 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",1312	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-10) KMS-4200	,19P428	,1,정상	,	
2024/11/21 -1	,현장	,청명	,(PM-2.5) KMS-4200	,20P564	,1,정상	,	
2024/11/21 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",1313	,1,정상	,	
2024/11/21 -2	,청명	,현장	,(PM-10) KMS-4200	,22P617	,1,정상	,A-3	
2024/11/21 -2	,청명	,현장	,(PM-2.5) KMS-4200	,22P615	,1,정상	,A-3	
2024/11/21 -2	,청명	,현장	,"(NOx, SOx) BMW-5000	",853	,1,정상	,A-3	
2024/11/21 -2	,청명	,현장	,(PM-10) KMS-4200	,18P358	,1,정상	,A-1	
2024/11/21 -2	,청명	,현장	,(PM-2.5) KMS-4200	,20P557	,1,정상	,A-1	
2024/11/21 -2	,청명	,현장	,"(NOx, SOx) BMW-5000	",1626	,1,정상	,A-1	
2024/11/21 -2	,청명	,현장	,(PM-10) KMS-4200	,19P426	,1,정상	,A-2	
2024/11/21 -2	,청명	,현장	,(PM-2.5) KMS-4200	,20P565	,1,정상	,A-2	
2024/11/21 -2	,청명	,현장	,"(NOx, SOx) BMW-5000	",717	,1,정상	,A-2	
2024/11/21 -3	,업체	,청명	,(PM-10) E-BAM	,X18019	,1,	,	
2024/11/21 -3	,업체	,청명	,(PM-10) E-BAM	,X18018	,1,	,	
2024/11/21 -3	,업체	,청명	,(PM-10) E-BAM	,X18020	,1,	,	
2024/11/21 -4	,청명	,현장	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/11/21 -5	,현장	,청명	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/11/21 -6	,현장	,청명	,(소음) SC-260	,T242086	,1,정상	,	
2024/11/21 -6	,현장	,청명	,(진동) TYPE3233	,150075	,1,정상	,	
2024/11/21 -6	,현장	,청명	,(소음계교정) AC-300	,633	,1,정상	,	
2024/11/21 -7	,현장	,청명	,ProPlus	,19E102565	,1,정상	,	
2024/11/21 -7	,현장	,청명	,FP101 Flow Probe.	,1828001882	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(O3) 49iQ	,1190581598	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(CO) 48iQ	,1201888256	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(NO2) MEZUS-210	,K1614022	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(PM-10) E-BAM	,R10783	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(PM-2.5) E-BAM	,T25861	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(Pb) T8400ME	,4170/TA3682	,1,정상	,	
2024/11/21 -8	,현장	,청명	,"(NOx, SOx) BMW-5000	",722	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(PM-10) E-BAM	,R10185	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(NO2) Serinus40	,21-0515	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(PM-2.5) E-BAM	,W17345	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(VOCs) MP-Σ30KNⅡ	,770655	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(PM-2.5) E-BAM	,W17346	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(NO2) Serinus40	,21-0517	,1,정상	,	
2024/11/21 -8	,현장	,청명	,(PM-10) E-BAM	,Y22710	,1,정상	,	
2024/11/21 -9	,현장	,청명	,(PM-2.5) PMS-204	,1501520	,1,정상	,	
2024/11/21 -9	,현장	,청명	,(PM-10) KMS-4200	,18P373	,1,정상	,	
2024/11/21 -9	,현장	,청명	,"(NOx, SOx) BMW-5000	",850	,1,정상	,	
2024/11/21 -9	,현장	,청명	,(PM-2.5) KMS-4200	,19P404	,1,정상	,	
2024/11/21 -9	,현장	,청명	,(PM-10) KMS-4200	,18P356	,1,정상	,	
2024/11/21 -9	,현장	,청명	,"(NOx, SOx) BMW-5000	",1848	,1,정상	,	
2024/11/21 -9	,현장	,청명	,"(NOx, SOx) BMW-5000	",1744	,1,정상	,	
2024/11/21 -9	,현장	,청명	,이동차량(1023)	,	,1,정상	,	
2024/11/21 -10	,청명	,현장	,(소음) SC-260	,T246356	,1,정상	,	
2024/11/21 -10	,청명	,현장	,(진동) VM-1220E	,20E333	,1,정상	,	
2024/11/21 -10	,청명	,현장	,(소음계교정) CB006	,901671	,1,정상	,	
2024/11/21 -11	,청명	,현장	,ProPlus	,17K100085	,1,정상	,	
2024/11/21 -12	,현장	,청명	,ProPlus	,17K100085	,1,정상	,	
2024/11/21 -13	,청명	,현장	,ProPlus	,19E102565	,1,정상	,	
2024/11/21 -14	,현장	,청명	,ProPlus	,19E102565	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-10) KMS-4200	,18P361	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-2.5) PMS-204	,1708792	,1,정상	,	
2024/11/22 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",1628	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-10) KMS-4200	,18P353	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-2.5) KMS-4200	,20P558	,1,정상	,	
2024/11/22 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",1794	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-10) KMS-4200	,18P366	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-2.5) PMS-204	,1501481	,1,정상	,	
2024/11/22 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",852	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-10) KMS-4200	,19P432	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-2.5) PMS-204	,1708788	,1,정상	,	
2024/11/22 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",718	,1,정상	,	
2024/11/22 -1	,현장	,청명	,(PM-10) KMS-4200	,18P375	,1,정상	,	
2024/11/22 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",1319	,1,정상	,	
2024/11/22 -2	,현장	,청명	,(소음계교정) AC-300	,627	,1,정상	,	
2024/11/22 -2	,현장	,청명	,(소음) SC-260	,T242056	,1,정상	,	
2024/11/22 -2	,현장	,청명	,(진동) TYPE3233	,140099	,1,정상	,	
2024/11/22 -3	,청명	,현장	,(소음) SC-260	,T242071	,1,	,	
2024/11/22 -3	,청명	,현장	,(진동) TYPE3233	,160096	,1,	,	
2024/11/22 -3	,청명	,현장	,(소음계교정) AC-300	,627	,1,	,	
2024/11/22 -4	,현장	,청명	,(PM-10) KMS-4200	,18P360	,1,정상	,	
2024/11/22 -4	,현장	,청명	,(PM-2.5) PMS-204	,1709797	,1,정상	,	
2024/11/22 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",856	,1,정상	,	
2024/11/22 -4	,현장	,청명	,(PM-10) KMS-4200	,18P355	,1,정상	,	
2024/11/22 -4	,현장	,청명	,(PM-2.5) PMS-204	,1501518	,1,정상	,	
2024/11/22 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",1746	,1,정상	,	
2024/11/22 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",848	,1,정상	,	
2024/11/22 -4	,현장	,청명	,(PM-2.5) PMS-204	,1501514	,1,정상	,	
2024/11/22 -4	,현장	,청명	,(PM-10) KMS-4200	,22P616	,1,정상	,	
2024/11/22 -4	,현장	,청명	,(PM-2.5) PMS-204	,1501511	,1,정상	,	
2024/11/22 -4	,현장	,청명	,(PM-10) KMS-4200	,18P367	,1,정상	,	
2024/11/22 -4	,현장	,청명	,"(NOx, SOx) BMW-5000	",720	,1,정상	,	
2024/11/22 -5	,청명	,현장	,(PM-10) KMS-4200	,18P360	,1,정상	,A-1	
2024/11/22 -5	,청명	,현장	,(PM-2.5) PMS-204	,1709797	,1,정상	,A-1	
2024/11/22 -5	,청명	,현장	,(O3) Serinus10i	,20-1384	,1,정상	,A-1	
2024/11/22 -5	,청명	,현장	,(CO) Serinus30i	,21-0331	,1,정상	,A-1	
2024/11/22 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",1746	,1,정상	,A-1	
2024/11/22 -5	,청명	,현장	,(Pb) T8400ME	,TA3268	,1,정상	,A-1	
2024/11/22 -5	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,770658	,1,정상	,"A-1,2	"
2024/11/22 -5	,청명	,현장	,(PM-10) KMS-4200	,18P355	,1,정상	,A-2	
2024/11/22 -5	,청명	,현장	,(PM-2.5) PMS-204	,1501518	,1,정상	,A-2	
2024/11/22 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",856	,1,정상	,A-2	
2024/11/22 -5	,청명	,현장	,(O3) Serinus10i	,21-0321	,1,정상	,A-2	
2024/11/22 -5	,청명	,현장	,(CO) Serinus30i	,20-1502	,1,정상	,A-2	
2024/11/22 -5	,청명	,현장	,(Pb) T8400ME	,TA3277	,1,정상	,A-2	
2024/11/22 -6	,청명	,현장	,(PM-2.5) KMS-4200	,19P404	,1,정상	,	
2024/11/22 -6	,청명	,현장	,(PM-10) KMS-4200	,18P356	,1,정상	,	
2024/11/22 -6	,청명	,현장	,(O3) Serinus10i	,21-0524	,1,정상	,	
2024/11/22 -6	,청명	,현장	,(CO) Serinus30i	,20-2313	,1,정상	,	
2024/11/22 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",1848	,1,정상	,	
2024/11/22 -6	,청명	,현장	,(Pb) T8400ME	,4176/TA3688	,1,정상	,	
2024/11/22 -6	,청명	,현장	,(CO) Serinus 30 i	,20-2171	,1,정상	,여분장비	
2024/11/22 -6	,청명	,현장	,(O3) Serinus10i	,21-1357	,1,정상	,여분장비	
2024/11/22 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",1744	,1,정상	,여분장비	
2024/11/22 -6	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,770660	,1,정상	,	
2024/11/22 -7	,현장	,청명	,(PM-10) E-BAM	,R10532	,1,정상	,	
2024/11/22 -7	,현장	,청명	,(NO2) MEZUS-210	,K1612016	,1,정상	,	
2024/11/22 -7	,현장	,청명	,(PM-10) E-BAM	,Y22705	,1,정상	,	
2024/11/22 -7	,현장	,청명	,(NO2) MEZUS-210	,K1515022	,1,정상	,	
2024/11/22 -7	,현장	,청명	,(PM-10) E-BAM	,Y17932	,1,정상	,	
2024/11/22 -7	,현장	,청명	,(NO2) MEZUS-210	,K1614024	,1,정상	,	
2024/11/22 -7	,현장	,청명	,(PM-10) E-BAM	,Y17933	,1,정상	,	
