회사명 : (주)청명기연환경 / 2024/07/18  ~ 2025/08/25  / 장비투입현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
일자-No.	,출고창고명	,입고창고명	,품목명	,규격	,수량	,장비상태	,비고
2024/08/12 -35	,청명	,현장	,(PM-10) PMS-204	,1904004	,1,정상	,"조용재, 전창근	"
2024/08/12 -35	,청명	,현장	,(PM-2.5) PMS-204	,1501519	,1,정상	,	
2024/08/12 -35	,청명	,현장	,(소음계교정) AC-300	,624	,1,정상	,	
2024/08/12 -35	,청명	,현장	,(소음) SC-420	,T250731	,1,정상	,	
2024/08/12 -35	,청명	,현장	,(진동) TYPE3233	,140099	,1,정상	,	
2024/08/13 -4	,청명	,현장	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/08/13 -5	,현장	,청명	,ProPlus	,17L101846	,1,정상	,	
2024/08/13 -5	,현장	,청명	,Million Rope Water Level (수위측정계)	,RWL-100M	,1,정상	,	
2024/08/13 -6	,현장	,청명	,ProPlus	,17K100085	,1,정상	,	
2024/08/14 -2	,현장	,청명	,(소음) SC-260	,T242060	,1,정상	,	
2024/08/14 -2	,현장	,청명	,(진동) TYPE3233	,150076	,1,정상	,	
2024/08/14 -2	,현장	,청명	,(소음계교정) AC-300	,630	,1,정상	,	
2024/08/14 -3	,청명	,현장	,AC-300	,624	,1,	,	
2024/08/14 -3	,청명	,현장	,SC-260	,T242056	,1,	,	
2024/08/14 -3	,청명	,현장	,TYPE3233	,140099	,1,	,	
2024/08/14 -5	,청명	,현장	,(PM-10) PMS-204	,1904003	,1,	,	
2024/08/14 -5	,청명	,현장	,(PM-2.5) PMS-204	,1709797	,1,	,	
2024/08/14 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",1627	,1,	,	
2024/08/14 -5	,청명	,현장	,(O3) Serinus10i	,21-0322	,1,	,	
2024/08/14 -5	,청명	,현장	,(CO) Serinus30i	,20-1509	,1,	,	
2024/08/14 -5	,청명	,현장	,(Pb) T8400ME	,TA3696	,1,	,	
2024/08/14 -5	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,141411	,1,	,	
2024/08/14 -5	,청명	,현장	,(PM-10) PMS-204	,1904004	,1,	,	
2024/08/14 -5	,청명	,현장	,(PM-2.5) PMS-204	,1501507	,1,	,	
2024/08/14 -5	,청명	,현장	,"(NOx, SOx) BMW-5000	",1319	,1,	,	
2024/08/14 -5	,청명	,현장	,(O3) Serinus10i	,20-1571	,1,	,	
2024/08/14 -5	,청명	,현장	,(CO) Serinus30i	,20-2311	,1,	,	
2024/08/14 -5	,청명	,현장	,(Pb) T8400ME	,TA3268	,1,	,	
2024/08/14 -6	,현장	,청명	,DO/pH METER	,838142(804F0013)	,1,정상	,	
2024/08/14 -11	,현장	,청명	,ProPlus	,19E102565	,1,정상	,	
2024/08/14 -12	,현장	,청명	,CTD MULTIPARAMETER	,RBR concerto 3	,1,정상	,"광양항 광약 준설토, 광양 제2 LNG	"
2024/08/14 -14	,청명	,현장	,ProPlus	,17K100085	,1,정상	,	
2024/08/14 -14	,청명	,현장	,Million Rope Water Level (수위측정계)	,RWL-100M	,1,정상	,	
2024/08/14 -15	,청명	,현장	,ProPlus	,17L101846	,1,정상	,"홍천로얄파인, 야동~금승	"
2024/08/14 -15	,청명	,현장	,FP101 Flow Probe.	,1712001679	,1,정상	,	
2024/08/14 -16	,현장	,청명	,ProPlus	,17L101846	,1,정상	,	
2024/08/14 -16	,현장	,청명	,FP101 Flow Probe.	,1712001679	,1,정상	,	
2024/08/14 -17	,현장	,청명	,ProPlus	,17K100085	,1,정상	,	
2024/08/14 -17	,현장	,청명	,Million Rope Water Level (수위측정계)	,RWL-100M	,1,정상	,	
2024/08/14 -18	,현장	,청명	,(PM-10) PMS-204	,1904004	,1,정상	,	
2024/08/14 -18	,현장	,청명	,(PM-2.5) PMS-204	,1501519	,1,정상	,	
2024/08/14 -18	,현장	,청명	,(소음계교정) AC-300	,624	,1,정상	,	
2024/08/14 -18	,현장	,청명	,(소음) SC-420	,T250731	,1,정상	,	
2024/08/14 -18	,현장	,청명	,(진동) TYPE3233	,140099	,1,정상	,	
2024/08/16 -3	,현장	,청명	,KMS-4200	,18P370	,1,정상	,	
2024/08/16 -3	,현장	,청명	,PMS-204	,1708791	,1,정상	,	
2024/08/16 -3	,현장	,청명	,BMW-5000	,726	,1,정상	,	
2024/08/16 -3	,현장	,청명	,KMS-4200	,18P368	,1,정상	,	
2024/08/16 -3	,현장	,청명	,PMS-204	,1708793	,1,정상	,	
2024/08/16 -3	,현장	,청명	,BMW-5000	,722	,1,정상	,	
2024/08/16 -3	,현장	,청명	,KMS-4200	,18P357	,1,정상	,	
2024/08/16 -3	,현장	,청명	,PMS-204	,1501511	,1,정상	,	
2024/08/16 -3	,현장	,청명	,BMW-5000	,1626	,1,정상	,	
2024/08/16 -3	,현장	,청명	,KMS-4200	,19P430	,1,정상	,	
2024/08/16 -3	,현장	,청명	,PMS-204	,1501514	,1,정상	,	
2024/08/16 -3	,현장	,청명	,BMW-5000	,858	,1,정상	,	
2024/08/16 -3	,현장	,청명	,KMS-4200	,19P432	,1,정상	,	
2024/08/16 -3	,현장	,청명	,PMS-204	,1708789	,1,정상	,	
2024/08/16 -3	,현장	,청명	,BMW-5000	,852	,1,정상	,	
2024/08/16 -3	,현장	,청명	,KMS-4200	,18P356	,1,정상	,	
2024/08/16 -3	,현장	,청명	,PMS-204	,1501479	,1,정상	,	
2024/08/16 -3	,현장	,청명	,BMW-5000	,1311	,1,정상	,	
2024/08/16 -6	,현장	,청명	,(PM-10) PMS-204	,1904003	,1,	,	
2024/08/16 -6	,현장	,청명	,(PM-2.5) PMS-204	,1709797	,1,	,	
2024/08/16 -6	,현장	,청명	,"(NOx, SOx) BMW-5000	",1627	,1,	,	
2024/08/16 -6	,현장	,청명	,(O3) Serinus10i	,21-0322	,1,	,	
2024/08/16 -6	,현장	,청명	,(CO) Serinus30i	,20-1509	,1,	,	
2024/08/16 -6	,현장	,청명	,(Pb) T8400ME	,TA3696	,1,	,	
2024/08/16 -6	,현장	,청명	,(벤젠) MP-Σ30KNⅡ	,141411	,1,	,	
2024/08/16 -6	,현장	,청명	,(PM-10) PMS-204	,1904004	,1,	,	
2024/08/16 -6	,현장	,청명	,(PM-2.5) PMS-204	,1501507	,1,	,	
2024/08/16 -6	,현장	,청명	,"(NOx, SOx) BMW-5000	",1319	,1,	,	
2024/08/16 -6	,현장	,청명	,(O3) Serinus10i	,20-1571	,1,	,	
2024/08/16 -6	,현장	,청명	,(CO) Serinus30i	,20-2311	,1,	,	
2024/08/16 -6	,현장	,청명	,(Pb) T8400ME	,TA3268	,1,	,	
2024/08/16 -7	,청명	,현장	,(PM-10) KMS-4200	,18P359	,1,정상	,A-1	
2024/08/16 -7	,청명	,현장	,(PM-2.5) PMS-204	,1708792	,1,정상	,	
2024/08/16 -7	,청명	,현장	,"(NOx, SOx) BMW-5000	",724	,1,정상	,	
2024/08/16 -7	,청명	,현장	,(CO) 48iQ	,1202038522	,1,정상	,	
2024/08/16 -7	,청명	,현장	,(O3) 49iQ	,1190581598	,1,정상	,	
2024/08/16 -7	,청명	,현장	,(Pb) T8400ME	,TA3696	,1,정상	,	
2024/08/16 -7	,청명	,현장	,(VOCs) MP-Σ30KNⅡ	,770655	,1,정상	,	
2024/08/16 -8	,청명	,현장	,(O3) Serinus10i	,21-1357	,1,정상	,A-4	
2024/08/16 -8	,청명	,현장	,(CO) Serinus30i	,20-1509	,1,정상	,A-4	
2024/08/16 -8	,청명	,현장	,(Pb) T8400ME	,TA3723	,1,정상	,A-4	
2024/08/16 -8	,청명	,현장	,"(NOx, SOx) BMW-5000	",1792	,1,정상	,A-4	
2024/08/16 -8	,청명	,현장	,(PM-2.5) PMS-204	,1708789	,1,정상	,A-4	
2024/08/16 -8	,청명	,현장	,(PM-10) KMS-4200	,22P616	,1,정상	,A-4	
2024/08/16 -8	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,770658	,1,정상	,벤젠	
2024/08/16 -8	,청명	,현장	,(PM-10) KMS-4200	,19P405	,1,정상	,A-5	
2024/08/16 -8	,청명	,현장	,(PM-2.5) PMS-204	,1708791	,1,정상	,A-5	
2024/08/16 -8	,청명	,현장	,"(NOx, SOx) BMW-5000	",848	,1,정상	,A-5	
2024/08/16 -8	,청명	,현장	,(CO) Serinus 30 i	,18-0328	,1,정상	,A-5	
2024/08/16 -8	,청명	,현장	,(O3) Serinus10	,17-0132	,1,정상	,A-5	
2024/08/16 -8	,청명	,현장	,(Pb) T8400ME	,4159/TA3671	,1,정상	,A-5	
2024/08/16 -9	,청명	,현장	,KMS-5100	,23KR1728	,1,정상	,	
2024/08/16 -9	,청명	,현장	,COS-100	,KM008W18CO77	,1,정상	,	
2024/08/16 -9	,청명	,현장	,KMS-5100	,23KR1730	,1,정상	,	
2024/08/16 -9	,청명	,현장	,악취샘플링 흡인박스	,흡인박스4	,1,정상	,	
2024/08/16 -9	,청명	,현장	,Kestrel5500	,2390486	,1,정상	,	
2024/08/16 -9	,청명	,현장	,악취샘플링 흡인박스	,흡인박스5	,1,정상	,	
2024/08/16 -9	,청명	,현장	,(VOCs) MP-Σ30KNⅡ	,770659	,1,정상	,	
2024/08/16 -9	,청명	,현장	,MP-Σ100KNⅡ	,950574	,1,정상	,	
2024/08/16 -10	,청명	,현장	,(PM-10) KMS-4200	,18P368	,1,정상	,A-2	
2024/08/16 -10	,청명	,현장	,(PM-2.5) PMS-204	,1501511	,1,정상	,A-2	
2024/08/16 -10	,청명	,현장	,"(NOx, SOx) BMW-5000	",858	,1,정상	,A-2	
2024/08/16 -10	,청명	,현장	,(CO) Serinus 30 i	,20-2171	,1,정상	,A-2	
2024/08/16 -10	,청명	,현장	,(O3) Serinus10	,17-0133	,1,정상	,A-2	
2024/08/16 -10	,청명	,현장	,(Pb) T8400ME	,TA3267	,1,정상	,A-2	
2024/08/16 -10	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,141412	,1,정상	,A-1~3	
2024/08/16 -10	,청명	,현장	,(PM-10) KMS-4200	,18P356	,1,정상	,A-3	
2024/08/16 -10	,청명	,현장	,(PM-2.5) PMS-204	,1501479	,1,정상	,A-3	
2024/08/16 -10	,청명	,현장	,"(NOx, SOx) BMW-5000	",726	,1,정상	,A-3	
2024/08/16 -10	,청명	,현장	,(CO) Serinus30i	,20-2313	,1,정상	,A-3	
2024/08/16 -10	,청명	,현장	,(O3) 49iQ	,1192754688	,1,정상	,A-3	
2024/08/16 -10	,청명	,현장	,(Pb) T8400ME	,TA3268	,1,정상	,A-3	
2024/08/16 -10	,청명	,현장	,(PM-10) KMS-4200	,18P357	,1,정상	,A-1	
2024/08/16 -10	,청명	,현장	,(PM-2.5) PMS-204	,1501514	,1,정상	,A-1	
2024/08/16 -10	,청명	,현장	,"(NOx, SOx) BMW-5000	",1626	,1,정상	,A-1	
2024/08/16 -10	,청명	,현장	,(CO) Serinus 30 i	,21-1394	,1,정상	,A-1	
2024/08/16 -10	,청명	,현장	,(O3) Serinus10i	,17-0130	,1,정상	,A-1	
2024/08/16 -10	,청명	,현장	,(Pb) T8400ME	,TA3703	,1,정상	,A-1	
2024/08/16 -13	,현장	,청명	,AC-300	,624	,1,	,	
2024/08/16 -13	,현장	,청명	,SC-260	,T242056	,1,	,	
2024/08/16 -13	,현장	,청명	,TYPE3233	,140099	,1,	,	
2024/08/16 -14	,현장	,청명	,MEZUS-210	,K1515021	,1,정상	,A-6	
2024/08/16 -14	,현장	,청명	,E-BAM	,X18019	,1,정상	,A-6	
2024/08/16 -14	,현장	,청명	,E-BAM	,T25861	,1,정상	,A-6	
2024/08/16 -14	,현장	,청명	,MEZUS-210	,K1614023	,1,정상	,A-3'	
2024/08/16 -14	,현장	,청명	,E-BAM	,W17347	,1,정상	,A-3'	
2024/08/16 -14	,현장	,청명	,E-BAM	,R10532	,1,정상	,A-3'	
2024/08/16 -15	,청명	,현장	,(소음) SC-260	,T242086	,1,정상	,	
2024/08/16 -15	,청명	,현장	,(진동) TYPE3233	,150075	,1,정상	,	
2024/08/16 -15	,청명	,현장	,(소음계교정) AC-300	,633	,1,정상	,	
2024/08/16 -16	,청명	,현장	,(소음) SC-260	,T242060	,1,정상	,	
2024/08/16 -16	,청명	,현장	,(진동) TYPE3233	,150076	,1,정상	,	
2024/08/16 -16	,청명	,현장	,(소음계교정) AC-300	,630	,1,정상	,	
2024/08/16 -17	,현장	,청명	,(소음) SC-260	,T242072	,1,정상	,	
2024/08/16 -17	,현장	,청명	,(진동) VM-1220E	,20E474	,1,정상	,	
2024/08/16 -17	,현장	,청명	,(소음계교정) NC-73	,10844967	,1,정상	,	
2024/08/16 -18	,청명	,현장	,(소음) SC-260	,T242072	,1,정상	,	
2024/08/16 -18	,청명	,현장	,(진동) VM-1220E	,20E474	,1,정상	,	
2024/08/16 -18	,청명	,현장	,(소음계교정) NC-73	,10844967	,1,정상	,	
2024/08/16 -19	,청명	,현장	,ProPlus	,17K100085	,1,정상	,	
2024/08/16 -20	,현장	,청명	,ProPlus	,17K100085	,1,정상	,	
2024/08/17 -1	,현장	,청명	,(PM-10) KMS-4200	,18P359	,1,정상	,	
2024/08/17 -1	,현장	,청명	,(PM-2.5) PMS-204	,1708792	,1,정상	,	
2024/08/17 -1	,현장	,청명	,"(NOx, SOx) BMW-5000	",724	,1,정상	,	
2024/08/17 -1	,현장	,청명	,(CO) 48iQ	,1202038522	,1,정상	,	
2024/08/17 -1	,현장	,청명	,(O3) 49iQ	,1190581598	,1,정상	,	
2024/08/17 -1	,현장	,청명	,(Pb) T8400ME	,TA3696	,1,정상	,	
2024/08/17 -1	,현장	,청명	,(VOCs) MP-Σ30KNⅡ	,770655	,1,정상	,	
2024/08/17 -3	,현장	,청명	,(소음) SC-260	,T242086	,1,정상	,	
2024/08/17 -3	,현장	,청명	,(진동) TYPE3233	,150075	,1,정상	,	
2024/08/17 -3	,현장	,청명	,(소음계교정) AC-300	,633	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(PM-10) KMS-4200	,18P368	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(PM-2.5) PMS-204	,1501511	,1,정상	,	
2024/08/19 -3	,현장	,청명	,"(NOx, SOx) BMW-5000	",858	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(CO) Serinus 30 i	,20-2171	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(O3) Serinus10	,17-0133	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(Pb) T8400ME	,TA3267	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(벤젠) MP-Σ30KNⅡ	,141412	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(PM-10) KMS-4200	,18P356	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(PM-2.5) PMS-204	,1501479	,1,정상	,	
2024/08/19 -3	,현장	,청명	,"(NOx, SOx) BMW-5000	",726	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(CO) Serinus30i	,20-2313	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(O3) 49iQ	,1192754688	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(Pb) T8400ME	,TA3268	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(PM-10) KMS-4200	,18P357	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(PM-2.5) PMS-204	,1501514	,1,정상	,	
2024/08/19 -3	,현장	,청명	,"(NOx, SOx) BMW-5000	",1626	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(CO) Serinus 30 i	,21-1394	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(O3) Serinus10i	,17-0130	,1,정상	,	
2024/08/19 -3	,현장	,청명	,(Pb) T8400ME	,TA3703	,1,정상	,	
2024/08/19 -6	,청명	,현장	,(PM-10) KMS-4200	,18P374	,1,정상	,A-22	
2024/08/19 -6	,청명	,현장	,"(NOx, SOx) BMW-5000	",1793	,1,정상	,A-22	
2024/08/19 -7	,현장	,청명	,KMS-4200	,18P353	,1,정상	,A-2	
2024/08/19 -7	,현장	,청명	,PMS-204	,1709798	,1,정상	,A-2	
2024/08/19 -7	,현장	,청명	,BMW-5000	,1746	,1,정상	,A-2	
2024/08/19 -7	,현장	,청명	,Serinus 30 i	,18-0145	,1,정상	,A-2	
2024/08/19 -7	,현장	,청명	,Serinus10i	,20-1560	,1,정상	,A-2	
2024/08/19 -7	,현장	,청명	,T8400ME	,TA3272	,1,정상	,A-2	
2024/08/19 -7	,현장	,청명	,MP-Σ30KNⅡ	,770654	,1,정상	,"A-1,2,3,4,5,6	"
2024/08/19 -7	,현장	,청명	,PMS-204	,1904012	,1,정상	,A-3	
2024/08/19 -7	,현장	,청명	,PMS-204	,1708790	,1,정상	,A-3	
2024/08/19 -7	,현장	,청명	,BMW-5000	,1313	,1,정상	,A-3	
2024/08/19 -7	,현장	,청명	,Serinus30i	,21-0330	,1,정상	,A-3	
2024/08/19 -7	,현장	,청명	,Serinus10	,17-0129	,1,정상	,A-3	
2024/08/19 -7	,현장	,청명	,T8400ME	,4238/TA3741	,1,정상	,A-3	
2024/08/19 -7	,현장	,청명	,KMS-4200	,18P358	,1,정상	,A-4	
2024/08/19 -7	,현장	,청명	,PMS-204	,1501481	,1,정상	,A-4	
2024/08/19 -7	,현장	,청명	,BMW-5000	,909	,1,정상	,A-4	
2024/08/19 -7	,현장	,청명	,Serinus 30 i	,20-2132	,1,정상	,A-4	
2024/08/19 -7	,현장	,청명	,Serinus 10 i	,21-0356	,1,정상	,A-4	
2024/08/19 -7	,현장	,청명	,T8400ME	,4210/TA3712	,1,정상	,A-4	
2024/08/19 -7	,현장	,청명	,KMS-4200	,18P375	,1,정상	,A-6	
2024/08/19 -7	,현장	,청명	,KMS-4200	,20P564	,1,정상	,A-6	
2024/08/19 -7	,현장	,청명	,BMW-5000	,1791	,1,정상	,A-6	
2024/08/19 -7	,현장	,청명	,Serinus 30 i	,20-2305	,1,정상	,A-6	
2024/08/19 -7	,현장	,청명	,Serinus 10 i	,17-0125	,1,정상	,A-6	
2024/08/19 -7	,현장	,청명	,T8400ME	,TA2999	,1,정상	,A-6	
2024/08/19 -7	,현장	,청명	,KMS-4200	,18P373	,1,정상	,A-1	
2024/08/19 -7	,현장	,청명	,PMS-204	,1501489	,1,정상	,A-1	
2024/08/19 -7	,현장	,청명	,BMW-5000	,1312	,1,정상	,A-1	
2024/08/19 -7	,현장	,청명	,Serinus 30 i	,18-0310	,1,정상	,A-1	
2024/08/19 -7	,현장	,청명	,Serinus10i	,20-1384	,1,정상	,A-1	
2024/08/19 -7	,현장	,청명	,T8400ME	,4211/TA3713	,1,정상	,A-1	
2024/08/19 -7	,현장	,청명	,(PM-10) KMS-4200	,18P369	,1,정상	,A-5	
2024/08/19 -7	,현장	,청명	,(PM-2.5) KMS-4200	,22P614	,1,정상	,A-5	
2024/08/19 -7	,현장	,청명	,"(NOx, SOx) BMW-5000	",853	,1,정상	,A-5	
2024/08/19 -7	,현장	,청명	,(CO) Serinus 30 i	,18-0159	,1,정상	,A-5	
2024/08/19 -7	,현장	,청명	,(O3) Serinus10i	,21-0353	,1,정상	,A-5	
2024/08/19 -7	,현장	,청명	,(Pb) T8400ME	,4162/TA3674	,1,정상	,A-5	
2024/08/19 -8	,청명	,현장	,(PM-10) PMS-204	,1904004	,1,정상	,A-1	
2024/08/19 -8	,청명	,현장	,(PM-2.5) PMS-204	,1501507	,1,정상	,A-1	
2024/08/19 -8	,청명	,현장	,"(NOx, SOx) BMW-5000	",1848	,1,정상	,A-1	
2024/08/19 -8	,청명	,현장	,(O3) Serinus10i	,20-1571	,1,정상	,A-1	
2024/08/19 -8	,청명	,현장	,(CO) Serinus 30 i	,21-2173	,1,정상	,A-1	
2024/08/19 -8	,청명	,현장	,(Pb) T8400ME	,4212/TA3714	,1,정상	,A-1	
2024/08/19 -8	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,141411	,1,정상	,A-1~2	
2024/08/19 -8	,청명	,현장	,(PM-10) PMS-204	,1904003	,1,정상	,A-2	
2024/08/19 -8	,청명	,현장	,(PM-2.5) PMS-204	,1501519	,1,정상	,A-2	
2024/08/19 -8	,청명	,현장	,"(NOx, SOx) BMW-5000	",1791	,1,정상	,A-2	
2024/08/19 -8	,청명	,현장	,(O3) Serinus10i	,21-0322	,1,정상	,A-2	
2024/08/19 -8	,청명	,현장	,(CO) Serinus 30 i	,18-0328	,1,정상	,A-2	
2024/08/19 -8	,청명	,현장	,(Pb) T8400ME	,TA2999	,1,정상	,A-2	
2024/08/19 -10	,청명	,현장	,(PM-2.5) PMS-204	,1501512	,1,정상	,A-1	
2024/08/19 -10	,청명	,현장	,(NO2) MEZUS-210	,K1614024	,1,정상	,A-1	
2024/08/19 -10	,청명	,현장	,(PM-10) KMS-4200	,18P358	,1,정상	,A-2	
2024/08/19 -10	,청명	,현장	,(PM-2.5) PMS-204	,1501481	,1,정상	,A-2	
2024/08/19 -10	,청명	,현장	,(NO2) MEZUS-210	,K1612016	,1,정상	,A-2	
2024/08/19 -10	,청명	,현장	,(PM-10) KMS-4200	,18P353	,1,정상	,A-4	
2024/08/19 -10	,청명	,현장	,(PM-2.5) KMS-4200	,22P614	,1,정상	,A-4	
2024/08/19 -10	,청명	,현장	,(NO2) MEZUS-210	,K1515021	,1,정상	,A-4	
2024/08/19 -10	,청명	,현장	,(PM-10) PMS-204	,1904012	,1,정상	,A-3	
2024/08/19 -10	,청명	,현장	,(PM-2.5) PMS-204	,1709798	,1,정상	,A-3	
2024/08/19 -10	,청명	,현장	,(NO2) Serinus40	,21-0516	,1,정상	,A-3	
2024/08/19 -10	,청명	,현장	,(PM-10) KMS-4200	,18P373	,1,정상	,A-5	
2024/08/19 -10	,청명	,현장	,(PM-2.5) PMS-204	,1501489	,1,정상	,A-5	
2024/08/19 -10	,청명	,현장	,(NO2) MEZUS-210	,K1614023	,1,정상	,A-5	
2024/08/19 -10	,청명	,현장	,(PM-10) KMS-4200	,19P432	,1,정상	,A-1	
2024/08/19 -11	,청명	,현장	,(PM-10) KMS-4200	,18P368	,1,정상	,A-1	
2024/08/19 -11	,청명	,현장	,(PM-2.5) PMS-204	,1501511	,1,정상	,A-1	
2024/08/19 -11	,청명	,현장	,"(NOx, SOx) BMW-5000	",726	,1,정상	,A-1	
2024/08/19 -11	,청명	,현장	,(CO) Serinus 30 i	,20-2171	,1,정상	,A-1	
2024/08/19 -11	,청명	,현장	,(O3) Serinus10	,17-0133	,1,정상	,A-1	
2024/08/19 -11	,청명	,현장	,(Pb) T8400ME	,TA3703	,1,정상	,A-1	
2024/08/19 -11	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,141412	,1,정상	,A-1~3	
2024/08/19 -11	,청명	,현장	,(PM-10) KMS-4200	,18P357	,1,정상	,A-2	
2024/08/19 -11	,청명	,현장	,(PM-2.5) PMS-204	,1501514	,1,정상	,A-2	
2024/08/19 -11	,청명	,현장	,"(NOx, SOx) BMW-5000	",858	,1,정상	,A-2	
2024/08/19 -11	,청명	,현장	,(CO) Serinus30i	,20-2313	,1,정상	,A-2	
2024/08/19 -11	,청명	,현장	,(O3) 49iQ	,1192754688	,1,정상	,A-2	
2024/08/19 -11	,청명	,현장	,(Pb) T8400ME	,TA3268	,1,정상	,A-2	
2024/08/19 -11	,청명	,현장	,(PM-10) KMS-4200	,18P356	,1,정상	,A-3	
2024/08/19 -11	,청명	,현장	,(PM-2.5) PMS-204	,1501479	,1,정상	,A-3	
2024/08/19 -11	,청명	,현장	,"(NOx, SOx) BMW-5000	",1626	,1,정상	,A-3	
2024/08/19 -11	,청명	,현장	,(CO) Serinus 30 i	,21-1394	,1,정상	,A-3	
2024/08/19 -11	,청명	,현장	,(O3) Serinus10i	,17-0130	,1,정상	,A-3	
2024/08/19 -11	,청명	,현장	,(Pb) T8400ME	,TA3267	,1,정상	,A-3	
2024/08/19 -13	,청명	,현장	,ProPlus	,19E102565	,1,정상	,"의성 황학산, 포항~영덕	"
2024/08/19 -13	,청명	,현장	,FP101 Flow Probe.	,1828001882	,1,정상	,"의성 황학산, 포항~영덕	"
2024/08/19 -14	,청명	,현장	,"(NOx, SOx) BMW-5000	",1628	,1,정상	,A-1	
2024/08/19 -14	,청명	,현장	,(PM-10) PMS-204	,1904005	,1,정상	,A-1	
2024/08/19 -14	,청명	,현장	,(PM-10) KMS-4200	,18P355	,1,정상	,A-2	
2024/08/19 -14	,청명	,현장	,"(NOx, SOx) BMW-5000	",717	,1,정상	,A-2	
2024/08/19 -14	,청명	,현장	,"(NOx, SOx) BMW-5000	",1315	,1,정상	,A-3	
2024/08/19 -14	,청명	,현장	,(PM-10) KMS-4200	,18P366	,1,정상	,A-3	
2024/08/19 -14	,청명	,현장	,(PM-2.5) KMS-4200	,20P565	,1,정상	,A-3	
2024/08/19 -14	,청명	,현장	,"(NOx, SOx) BMW-5000	",1318	,1,정상	,A-4	
2024/08/19 -14	,청명	,현장	,(PM-2.5) KMS-4200	,20P556	,1,정상	,A-4	
2024/08/19 -14	,청명	,현장	,(PM-10) KMS-4200	,18P361	,1,정상	,A-4	
2024/08/19 -14	,청명	,현장	,(PM-2.5) KMS-4200	,20P557	,1,정상	,A-5	
2024/08/19 -14	,청명	,현장	,(PM-10) KMS-4200	,22P617	,1,정상	,A-5	
2024/08/19 -14	,청명	,현장	,"(NOx, SOx) BMW-5000	",851	,1,정상	,A-5	
2024/08/19 -14	,청명	,현장	,"(NOx, SOx) BMW-5000	",718	,1,정상	,A-6	
2024/08/19 -14	,청명	,현장	,(PM-2.5) KMS-4200	,20P558	,1,정상	,A-6	
2024/08/19 -14	,청명	,현장	,(PM-10) KMS-4200	,18P372	,1,정상	,A-6	
2024/08/19 -14	,청명	,현장	,(PM-2.5) PMS-204	,1708795	,1,정상	,A-1	
2024/08/19 -14	,청명	,현장	,(PM-2.5) PMS-204	,1708793	,1,정상	,A-2	
2024/08/19 -15	,청명	,현장	,(소음) SC-260	,T246356	,1,정상	,"N-4,5,6	"
2024/08/19 -15	,청명	,현장	,(진동) VM-1220E	,20E333	,1,정상	,"V-4,5,6	"
2024/08/19 -15	,청명	,현장	,(소음계교정) CB006	,901671	,1,정상	,	
2024/08/19 -16	,청명	,현장	,(CO) Serinus 30 i	,18-0310	,1,정상	,A-4	
2024/08/19 -16	,청명	,현장	,(O3) Serinus10i	,17-0125	,1,정상	,A-4	
2024/08/19 -16	,청명	,현장	,(PM-10) KMS-4200	,18P360	,1,정상	,A-4	
2024/08/19 -16	,청명	,현장	,(PM-2.5) PMS-204	,1501490	,1,정상	,A-4	
2024/08/19 -16	,청명	,현장	,"(NOx, SOx) BMW-5000	",1311	,1,정상	,A-4	
2024/08/19 -16	,청명	,현장	,(Pb) T8400ME	,4162/TA3674	,1,정상	,A-4	
2024/08/19 -16	,청명	,현장	,(벤젠) MP-Σ30KNⅡ	,850746	,1,정상	,"A-4,5,6	"
2024/08/19 -16	,청명	,현장	,(CO) Serinus 30 i	,18-0159	,1,정상	,A-5	
2024/08/19 -16	,청명	,현장	,(O3) Serinus10i	,21-0353	,1,정상	,A-5	
2024/08/19 -16	,청명	,현장	,(PM-10) KMS-4200	,19P427	,1,정상	,A-5	
2024/08/19 -16	,청명	,현장	,(PM-2.5) PMS-204	,1501517	,1,정상	,A-5	
2024/08/19 -16	,청명	,현장	,"(NOx, SOx) BMW-5000	",1312	,1,정상	,A-5	
2024/08/19 -16	,청명	,현장	,(Pb) T8400ME	,TA3209	,1,정상	,A-5	
2024/08/19 -16	,청명	,현장	,(CO) Serinus 30 i	,20-2132	,1,정상	,A-6	
